#id: 1502934799
#name: H.sapiens - Whole organism (Integrated)
#score: 25.3
#description: integrated dataset: weighted average of all H.sapiens WHOLE_ORGANISM, Interaction consistency score: 25.3, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#coverage: 99
#publication_year: 2021
#filename: 9606-WHOLE_ORGANISM-integrated.txt
#
#internal_id	string_external_id	abundance
4433579	9606.ENSP00000233143	537
4440446	9606.ENSP00000333326	536
4448728	9606.ENSP00000414321	533
4445420	9606.ENSP00000369965	532
4435583	9606.ENSP00000265333	532
4442104	9606.ENSP00000351108	532
4433361	9606.ENSP00000226253	529
4441585	9606.ENSP00000346067	527
4446579	9606.ENSP00000379888	526
4446026	9606.ENSP00000376276	524
4439758	9606.ENSP00000325376	523
4448110	9606.ENSP00000400175	513
4449622	9606.ENSP00000432282	512
4434854	9606.ENSP00000261313	512
4436371	9606.ENSP00000280326	511
4448304	9606.ENSP00000404121	509
4440154	9606.ENSP00000330074	508
4449851	9606.ENSP00000438144	507
4446274	9606.ENSP00000377958	506
4440758	9606.ENSP00000337060	505
4432868	9606.ENSP00000215727	504
4443057	9606.ENSP00000357156	504
4432889	9606.ENSP00000215909	503
4446990	9606.ENSP00000383118	501
4447225	9606.ENSP00000385385	500
4433064	9606.ENSP00000219150	498
4446520	9606.ENSP00000379506	498
4445338	9606.ENSP00000369538	496
4443371	9606.ENSP00000358723	495
4433224	9606.ENSP00000222381	495
4437875	9606.ENSP00000302621	493
4435220	9606.ENSP00000263238	491
4448124	9606.ENSP00000400467	490
4441216	9606.ENSP00000342026	485
4446577	9606.ENSP00000379873	485
4437464	9606.ENSP00000298159	482
4442353	9606.ENSP00000353408	481
4445991	9606.ENSP00000375978	480
4438211	9606.ENSP00000306330	480
4446979	9606.ENSP00000383003	478
4435259	9606.ENSP00000263408	476
4444651	9606.ENSP00000365081	474
4434247	9606.ENSP00000252699	474
4451634	9606.ENSP00000482075	474
4438356	9606.ENSP00000307786	472
4442251	9606.ENSP00000352438	471
4450752	9606.ENSP00000464813	467
4446270	9606.ENSP00000377941	465
4452063	9606.ENSP00000485552	464
4437379	9606.ENSP00000297258	463
4446224	9606.ENSP00000377640	462
4449557	9606.ENSP00000430706	460
4441668	9606.ENSP00000346921	455
4446295	9606.ENSP00000378130	453
4443964	9606.ENSP00000361635	452
4433430	9606.ENSP00000228825	452
4436586	9606.ENSP00000284440	452
4432999	9606.ENSP00000217133	448
4437495	9606.ENSP00000298510	448
4437376	9606.ENSP00000297185	447
4437038	9606.ENSP00000293831	446
4442116	9606.ENSP00000351190	440
4434667	9606.ENSP00000258962	437
4438640	9606.ENSP00000310861	436
4437907	9606.ENSP00000302886	435
4448092	9606.ENSP00000399888	434
4436191	9606.ENSP00000275603	434
4443709	9606.ENSP00000360305	433
4448731	9606.ENSP00000414359	431
4438410	9606.ENSP00000308405	431
4437274	9606.ENSP00000296417	431
4442938	9606.ENSP00000356652	430
4432873	9606.ENSP00000215754	429
4433211	9606.ENSP00000222247	428
4437176	9606.ENSP00000295685	428
4443649	9606.ENSP00000360034	423
4442006	9606.ENSP00000350052	423
4448400	9606.ENSP00000406162	421
4433490	9606.ENSP00000230050	420
4449771	9606.ENSP00000436126	419
4445713	9606.ENSP00000372155	418
4445957	9606.ENSP00000375730	415
4449412	9606.ENSP00000427687	414
4446348	9606.ENSP00000378394	413
4451031	9606.ENSP00000472469	412
4442857	9606.ENSP00000356275	411
4436920	9606.ENSP00000291568	411
4451325	9606.ENSP00000478725	408
4451393	9606.ENSP00000479488	407
4447583	9606.ENSP00000389026	406
4436068	9606.ENSP00000273283	404
4443961	9606.ENSP00000361626	404
4432626	9606.ENSP00000044462	402
4442633	9606.ENSP00000355228	401
4449706	9606.ENSP00000434412	400
4442450	9606.ENSP00000354346	398
4440308	9606.ENSP00000331897	397
4451239	9606.ENSP00000477781	396
4446035	9606.ENSP00000376309	396
4450194	9606.ENSP00000446252	392
4438900	9606.ENSP00000313967	391
4448121	9606.ENSP00000400433	389
4444414	9606.ENSP00000363676	389
4435108	9606.ENSP00000262584	386
4443372	9606.ENSP00000358727	385
4446403	9606.ENSP00000378786	382
4448935	9606.ENSP00000417864	382
4446310	9606.ENSP00000378199	381
4444694	9606.ENSP00000365402	380
4439122	9606.ENSP00000317334	379
4443780	9606.ENSP00000360671	378
4439424	9606.ENSP00000321259	376
4435972	9606.ENSP00000271308	375
4449502	9606.ENSP00000429374	374
4440870	9606.ENSP00000338413	373
4446463	9606.ENSP00000379191	372
4436642	9606.ENSP00000285735	369
4446030	9606.ENSP00000376297	367
4449435	9606.ENSP00000428223	367
4435953	9606.ENSP00000270625	367
4440717	9606.ENSP00000336687	365
4447686	9606.ENSP00000391249	362
4441968	9606.ENSP00000349748	357
4436853	9606.ENSP00000290299	355
4448883	9606.ENSP00000417240	354
4449729	9606.ENSP00000435096	354
4436872	9606.ENSP00000290541	352
4441217	9606.ENSP00000342056	352
4447198	9606.ENSP00000385035	350
4445432	9606.ENSP00000370023	350
4442549	9606.ENSP00000354826	350
4450976	9606.ENSP00000470972	346
4439216	9606.ENSP00000318646	345
4444656	9606.ENSP00000365131	345
4445167	9606.ENSP00000368458	342
4435073	9606.ENSP00000262407	342
4448034	9606.ENSP00000398610	341
4441195	9606.ENSP00000341885	340
4446300	9606.ENSP00000378163	340
4442171	9606.ENSP00000351646	340
4450391	9606.ENSP00000452347	339
4434598	9606.ENSP00000258091	339
4447403	9606.ENSP00000386636	338
4436066	9606.ENSP00000273258	337
4441726	9606.ENSP00000347495	336
4434931	9606.ENSP00000261712	335
4436327	9606.ENSP00000279022	333
4441562	9606.ENSP00000345848	333
4447854	9606.ENSP00000394496	332
4439742	9606.ENSP00000325136	332
4434861	9606.ENSP00000261366	331
4440475	9606.ENSP00000333667	330
4451429	9606.ENSP00000479861	329
4438570	9606.ENSP00000310226	328
4432704	9606.ENSP00000168216	328
4436340	9606.ENSP00000279227	326
4439045	9606.ENSP00000316176	326
4433367	9606.ENSP00000226355	324
4435545	9606.ENSP00000265062	323
4450742	9606.ENSP00000464342	323
4435028	9606.ENSP00000262193	322
4449877	9606.ENSP00000438615	322
4441045	9606.ENSP00000340466	320
4446831	9606.ENSP00000381581	320
4434273	9606.ENSP00000253024	317
4450571	9606.ENSP00000457513	317
4435961	9606.ENSP00000270776	315
4433021	9606.ENSP00000217426	315
4433548	9606.ENSP00000231751	314
4446457	9606.ENSP00000379157	313
4441868	9606.ENSP00000348849	313
4441891	9606.ENSP00000349142	312
4451621	9606.ENSP00000481878	312
4445445	9606.ENSP00000370115	312
4449254	9606.ENSP00000423563	312
4449181	9606.ENSP00000421592	311
4443160	9606.ENSP00000357709	309
4445353	9606.ENSP00000369586	309
4433984	9606.ENSP00000246533	309
4433989	9606.ENSP00000246554	308
4449013	9606.ENSP00000419117	307
4442612	9606.ENSP00000355124	306
4433407	9606.ENSP00000228318	306
4436690	9606.ENSP00000286713	305
4435728	9606.ENSP00000266735	305
4440097	9606.ENSP00000329374	305
4451404	9606.ENSP00000479606	305
4443063	9606.ENSP00000357189	305
4442743	9606.ENSP00000355759	304
4434771	9606.ENSP00000260356	304
4451107	9606.ENSP00000474560	297
4441511	9606.ENSP00000345344	297
4446375	9606.ENSP00000378563	296
4438873	9606.ENSP00000313603	296
4446884	9606.ENSP00000382004	295
4434311	9606.ENSP00000253496	294
4442467	9606.ENSP00000354468	294
4446508	9606.ENSP00000379438	292
4438412	9606.ENSP00000308430	292
4441792	9606.ENSP00000348056	291
4439640	9606.ENSP00000323856	290
4450801	9606.ENSP00000466134	288
4442728	9606.ENSP00000355657	287
4450244	9606.ENSP00000448035	285
4448060	9606.ENSP00000399168	285
4449762	9606.ENSP00000435777	285
4435079	9606.ENSP00000262428	284
4446939	9606.ENSP00000382595	283
4437564	9606.ENSP00000299367	281
4436158	9606.ENSP00000274764	280
4446590	9606.ENSP00000379975	279
4436840	9606.ENSP00000290158	278
4435788	9606.ENSP00000267884	276
4444428	9606.ENSP00000363773	276
4437775	9606.ENSP00000301587	275
4439494	9606.ENSP00000322061	275
4447492	9606.ENSP00000387286	273
4450403	9606.ENSP00000452762	273
4434076	9606.ENSP00000248975	272
4444644	9606.ENSP00000365042	272
4437578	9606.ENSP00000299518	271
4449694	9606.ENSP00000433999	269
4432813	9606.ENSP00000205402	269
4444968	9606.ENSP00000367154	269
4435966	9606.ENSP00000270879	269
4442485	9606.ENSP00000354532	268
4432978	9606.ENSP00000216714	267
4440329	9606.ENSP00000332139	267
4434884	9606.ENSP00000261479	265
4433278	9606.ENSP00000223321	264
4446789	9606.ENSP00000381250	264
4432961	9606.ENSP00000216455	263
4444137	9606.ENSP00000362329	262
4434938	9606.ENSP00000261735	262
4437320	9606.ENSP00000296674	262
4434323	9606.ENSP00000253792	262
4449601	9606.ENSP00000431800	261
4438159	9606.ENSP00000305731	261
4445412	9606.ENSP00000369915	261
4435640	9606.ENSP00000265729	260
4438137	9606.ENSP00000305556	259
4446882	9606.ENSP00000381992	258
4443774	9606.ENSP00000360635	258
4448385	9606.ENSP00000405965	256
4435245	9606.ENSP00000263368	256
4439716	9606.ENSP00000324804	256
4446162	9606.ENSP00000377192	256
4441103	9606.ENSP00000340989	256
4434215	9606.ENSP00000252242	256
4444038	9606.ENSP00000361927	256
4437502	9606.ENSP00000298556	255
4433337	9606.ENSP00000225792	255
4442071	9606.ENSP00000350708	255
4441034	9606.ENSP00000340329	255
4442456	9606.ENSP00000354394	254
4451094	9606.ENSP00000474135	254
4438569	9606.ENSP00000310219	254
4438114	9606.ENSP00000305260	252
4436020	9606.ENSP00000272348	252
4440309	9606.ENSP00000331901	251
4438885	9606.ENSP00000313829	251
4444140	9606.ENSP00000362334	251
4437092	9606.ENSP00000294742	251
4444208	9606.ENSP00000362638	250
4446258	9606.ENSP00000377833	249
4445546	9606.ENSP00000370808	249
4433672	9606.ENSP00000236959	249
4434343	9606.ENSP00000254108	248
4446228	9606.ENSP00000377681	248
4449470	9606.ENSP00000428845	247
4446966	9606.ENSP00000382840	247
4438833	9606.ENSP00000312999	247
4438183	9606.ENSP00000305995	247
4447078	9606.ENSP00000384136	244
4451602	9606.ENSP00000481646	244
4437196	9606.ENSP00000295822	243
4439772	9606.ENSP00000325548	243
4439914	9606.ENSP00000327336	243
4432629	9606.ENSP00000052754	243
4447216	9606.ENSP00000385269	242
4432546	9606.ENSP00000001008	241
4449703	9606.ENSP00000434359	241
4447764	9606.ENSP00000392718	240
4439687	9606.ENSP00000324422	239
4438915	9606.ENSP00000314151	239
4445438	9606.ENSP00000370074	238
4443629	9606.ENSP00000359910	238
4439274	9606.ENSP00000319281	238
4433624	9606.ENSP00000234313	236
4439526	9606.ENSP00000322439	236
4448822	9606.ENSP00000416255	235
4451269	9606.ENSP00000478061	235
4445447	9606.ENSP00000370125	234
4443158	9606.ENSP00000357705	234
4433364	9606.ENSP00000226299	233
4438111	9606.ENSP00000305230	233
4433373	9606.ENSP00000226524	233
4435645	9606.ENSP00000265753	232
4443119	9606.ENSP00000357535	231
4446104	9606.ENSP00000376800	230
4444625	9606.ENSP00000364945	229
4447621	9606.ENSP00000389649	229
4443194	9606.ENSP00000357801	229
4441288	9606.ENSP00000342850	229
4432930	9606.ENSP00000216218	228
4447993	9606.ENSP00000397798	227
4444272	9606.ENSP00000362946	227
4441819	9606.ENSP00000348316	227
4435386	9606.ENSP00000264161	227
4438184	9606.ENSP00000306003	225
4450412	9606.ENSP00000452909	225
4450307	9606.ENSP00000450385	225
4444080	9606.ENSP00000362108	224
4438366	9606.ENSP00000307863	223
4433665	9606.ENSP00000236671	223
4439054	9606.ENSP00000316416	223
4446089	9606.ENSP00000376623	223
4447620	9606.ENSP00000389631	222
4432947	9606.ENSP00000216330	222
4432701	9606.ENSP00000167586	220
4444781	9606.ENSP00000365963	220
4448337	9606.ENSP00000404833	220
4438834	9606.ENSP00000313007	219
4449926	9606.ENSP00000440005	217
4433686	9606.ENSP00000237530	217
4443358	9606.ENSP00000358635	216
4436430	9606.ENSP00000281456	215
4433964	9606.ENSP00000246069	215
4435820	9606.ENSP00000268379	213
4435530	9606.ENSP00000264993	213
4439113	9606.ENSP00000317257	213
4442867	9606.ENSP00000356354	211
4444722	9606.ENSP00000365569	211
4435478	9606.ENSP00000264690	211
4441806	9606.ENSP00000348163	211
4450340	9606.ENSP00000451080	211
4437950	9606.ENSP00000303276	211
4432583	9606.ENSP00000009530	211
4434219	9606.ENSP00000252252	210
4441179	9606.ENSP00000341743	210
4439145	9606.ENSP00000317674	210
4438061	9606.ENSP00000304592	210
4433923	9606.ENSP00000245206	209
4438439	9606.ENSP00000308720	208
4445193	9606.ENSP00000368646	208
4439194	9606.ENSP00000318297	208
4448949	9606.ENSP00000418082	208
4433303	9606.ENSP00000225174	208
4443517	9606.ENSP00000359393	207
4443584	9606.ENSP00000359645	207
4441541	9606.ENSP00000345672	207
4433978	9606.ENSP00000246194	207
4444056	9606.ENSP00000362010	206
4439848	9606.ENSP00000326381	205
4446235	9606.ENSP00000377710	205
4435205	9606.ENSP00000263168	204
4441904	9606.ENSP00000349259	204
4444198	9606.ENSP00000362592	204
4434505	9606.ENSP00000256682	204
4434085	9606.ENSP00000249071	204
4443625	9606.ENSP00000359871	203
