#id: 1502934799
#name: H.sapiens - Whole organism (Integrated)
#score: 25.3
#description: integrated dataset: weighted average of all H.sapiens WHOLE_ORGANISM, Interaction consistency score: 25.3, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#coverage: 99
#publication_year: 2021
#filename: 9606-WHOLE_ORGANISM-integrated.txt
#
#internal_id	string_external_id	abundance
4438937	9606.ENSP00000314508	15.3
4438514	9606.ENSP00000309542	15.2
4436995	9606.ENSP00000292879	15.2
4436556	9606.ENSP00000283882	15.2
4447871	9606.ENSP00000394888	15.2
4437631	9606.ENSP00000300087	15.2
4448103	9606.ENSP00000400088	15.2
4448560	9606.ENSP00000410561	15.2
4433887	9606.ENSP00000244230	15.2
4435511	9606.ENSP00000264896	15.2
4432932	9606.ENSP00000216225	15.2
4448096	9606.ENSP00000399970	15.2
4443783	9606.ENSP00000360682	15.2
4443041	9606.ENSP00000357106	15.2
4432944	9606.ENSP00000216286	15.2
4445877	9606.ENSP00000374354	15.2
4449080	9606.ENSP00000420026	15.2
4447978	9606.ENSP00000397394	15.2
4435406	9606.ENSP00000264255	15.2
4445995	9606.ENSP00000376024	15.2
4439404	9606.ENSP00000320949	15.1
4443445	9606.ENSP00000359045	15.1
4445529	9606.ENSP00000370718	15.1
4434398	9606.ENSP00000254950	15.1
4436771	9606.ENSP00000288266	15.1
4446759	9606.ENSP00000381072	15.1
4445367	9606.ENSP00000369674	15.1
4436527	9606.ENSP00000283195	15.1
4442948	9606.ENSP00000356705	15.1
4438729	9606.ENSP00000311825	15.1
4443679	9606.ENSP00000360183	15.1
4432674	9606.ENSP00000158762	15.1
4449515	9606.ENSP00000429744	15.1
4442644	9606.ENSP00000355279	15.1
4440981	9606.ENSP00000339730	15.0
4443026	9606.ENSP00000357060	15.0
4451299	9606.ENSP00000478474	15.0
4438992	9606.ENSP00000315386	15.0
4435617	9606.ENSP00000265564	15.0
4443690	9606.ENSP00000360231	15.0
4448341	9606.ENSP00000404873	15.0
4443771	9606.ENSP00000360613	15.0
4442288	9606.ENSP00000352779	15.0
4433137	9606.ENSP00000220913	15.0
4440080	9606.ENSP00000329165	15.0
4448137	9606.ENSP00000400806	15.0
4451201	9606.ENSP00000477352	15.0
4442110	9606.ENSP00000351141	15.0
4448586	9606.ENSP00000411010	14.9
4433124	9606.ENSP00000220616	14.9
4442860	9606.ENSP00000356301	14.9
4445457	9606.ENSP00000370201	14.9
4447231	9606.ENSP00000385451	14.9
4448738	9606.ENSP00000414516	14.9
4441020	9606.ENSP00000340176	14.9
4448658	9606.ENSP00000412733	14.9
4442044	9606.ENSP00000350378	14.9
4446352	9606.ENSP00000378402	14.9
4439861	9606.ENSP00000326579	14.9
4435250	9606.ENSP00000263377	14.8
4437207	9606.ENSP00000295899	14.8
4443138	9606.ENSP00000357625	14.8
4447456	9606.ENSP00000386992	14.8
4441622	9606.ENSP00000346442	14.8
4451720	9606.ENSP00000482826	14.8
4443050	9606.ENSP00000357131	14.8
4436819	9606.ENSP00000289619	14.8
4441307	9606.ENSP00000343118	14.8
4446102	9606.ENSP00000376792	14.8
4435897	9606.ENSP00000269571	14.8
4442998	9606.ENSP00000356954	14.7
4433618	9606.ENSP00000234170	14.7
4437451	9606.ENSP00000297990	14.7
4441290	9606.ENSP00000342889	14.7
4444078	9606.ENSP00000362105	14.7
4433578	9606.ENSP00000233121	14.7
4433719	9606.ENSP00000238738	14.7
4449070	9606.ENSP00000419879	14.7
4443588	9606.ENSP00000359665	14.7
4450218	9606.ENSP00000447006	14.7
4438777	9606.ENSP00000312356	14.7
4437644	9606.ENSP00000300151	14.7
4450875	9606.ENSP00000468312	14.7
4436498	9606.ENSP00000282541	14.6
4437915	9606.ENSP00000302936	14.6
4445277	9606.ENSP00000369146	14.6
4443251	9606.ENSP00000358064	14.6
4437099	9606.ENSP00000294904	14.6
4435831	9606.ENSP00000268613	14.6
4435934	9606.ENSP00000270233	14.6
4450538	9606.ENSP00000456405	14.6
4435222	9606.ENSP00000263245	14.6
4439522	9606.ENSP00000322396	14.6
4435691	9606.ENSP00000266126	14.6
4442334	9606.ENSP00000353238	14.6
4437751	9606.ENSP00000301364	14.6
4441737	9606.ENSP00000347626	14.5
4442268	9606.ENSP00000352584	14.5
4451153	9606.ENSP00000476140	14.5
4433448	9606.ENSP00000229195	14.5
4445111	9606.ENSP00000368022	14.5
4435409	9606.ENSP00000264265	14.5
4433461	9606.ENSP00000229328	14.5
4432679	9606.ENSP00000160262	14.5
4445594	9606.ENSP00000371193	14.5
4450429	9606.ENSP00000453403	14.5
4433658	9606.ENSP00000236040	14.5
4440048	9606.ENSP00000328773	14.5
4450106	9606.ENSP00000444156	14.5
4445075	9606.ENSP00000367817	14.5
4447857	9606.ENSP00000394560	14.5
4444596	9606.ENSP00000364782	14.5
4438186	9606.ENSP00000306015	14.5
4440228	9606.ENSP00000331087	14.5
4440595	9606.ENSP00000334801	14.5
4441966	9606.ENSP00000349727	14.4
4439863	9606.ENSP00000326603	14.4
4438164	9606.ENSP00000305810	14.4
4445150	9606.ENSP00000368314	14.4
4435700	9606.ENSP00000266458	14.4
4450889	9606.ENSP00000468785	14.4
4436331	9606.ENSP00000279036	14.4
4442352	9606.ENSP00000353401	14.4
4444254	9606.ENSP00000362824	14.4
4449789	9606.ENSP00000436621	14.4
4439195	9606.ENSP00000318298	14.4
4444130	9606.ENSP00000362299	14.4
4449539	9606.ENSP00000430269	14.4
4437825	9606.ENSP00000302111	14.4
4437199	9606.ENSP00000295851	14.4
4445632	9606.ENSP00000371420	14.4
4440753	9606.ENSP00000336994	14.4
4448905	9606.ENSP00000417518	14.4
4448380	9606.ENSP00000405890	14.3
4440962	9606.ENSP00000339495	14.3
4447221	9606.ENSP00000385334	14.3
4441487	9606.ENSP00000345083	14.3
4437696	9606.ENSP00000300811	14.3
4451462	9606.ENSP00000480221	14.3
4434177	9606.ENSP00000251507	14.3
4437621	9606.ENSP00000300035	14.3
4441326	9606.ENSP00000343325	14.3
4451135	9606.ENSP00000475615	14.3
4451750	9606.ENSP00000483236	14.3
4450860	9606.ENSP00000468002	14.3
4443984	9606.ENSP00000361712	14.3
4435991	9606.ENSP00000271715	14.3
4445164	9606.ENSP00000368447	14.3
4448959	9606.ENSP00000418348	14.3
4434351	9606.ENSP00000254286	14.3
4446255	9606.ENSP00000377807	14.3
4449169	9606.ENSP00000421315	14.3
4434718	9606.ENSP00000259708	14.2
4436358	9606.ENSP00000280097	14.2
4448053	9606.ENSP00000398882	14.2
4433005	9606.ENSP00000217195	14.2
4433700	9606.ENSP00000238112	14.2
4448109	9606.ENSP00000400168	14.2
4433441	9606.ENSP00000228938	14.2
4446771	9606.ENSP00000381140	14.2
4435655	9606.ENSP00000265857	14.2
4436635	9606.ENSP00000285420	14.2
4442984	9606.ENSP00000356905	14.2
4450087	9606.ENSP00000443551	14.2
4449805	9606.ENSP00000436901	14.2
4446947	9606.ENSP00000382697	14.2
4447095	9606.ENSP00000384259	14.1
4434443	9606.ENSP00000255681	14.1
4440908	9606.ENSP00000338864	14.1
4444121	9606.ENSP00000362268	14.1
4447267	9606.ENSP00000385749	14.1
4447655	9606.ENSP00000390431	14.1
4448471	9606.ENSP00000408005	14.1
4448225	9606.ENSP00000402338	14.1
4443437	9606.ENSP00000359000	14.1
4444785	9606.ENSP00000366032	14.1
4451663	9606.ENSP00000482335	14.1
4438487	9606.ENSP00000309262	14.1
4448161	9606.ENSP00000401191	14.0
4435039	9606.ENSP00000262241	14.0
4436077	9606.ENSP00000273375	14.0
4449456	9606.ENSP00000428564	14.0
4434283	9606.ENSP00000253107	14.0
4449048	9606.ENSP00000419475	14.0
4450567	9606.ENSP00000457421	14.0
4439632	9606.ENSP00000323782	14.0
4446387	9606.ENSP00000378687	14.0
4449003	9606.ENSP00000419004	14.0
4439369	9606.ENSP00000320503	14.0
4439692	9606.ENSP00000324527	14.0
4439384	9606.ENSP00000320658	14.0
4440067	9606.ENSP00000329002	14.0
4438765	9606.ENSP00000312262	13.9
4439467	9606.ENSP00000321703	13.9
4434713	9606.ENSP00000259607	13.9
4448607	9606.ENSP00000411397	13.9
4438206	9606.ENSP00000306261	13.9
4433623	9606.ENSP00000234310	13.9
4444423	9606.ENSP00000363746	13.9
4436229	9606.ENSP00000276569	13.9
4443610	9606.ENSP00000359787	13.9
4433889	9606.ENSP00000244289	13.9
4435021	9606.ENSP00000262160	13.9
4432675	9606.ENSP00000158771	13.9
4445567	9606.ENSP00000370984	13.9
4449235	9606.ENSP00000423067	13.9
4443882	9606.ENSP00000361180	13.8
4447849	9606.ENSP00000394417	13.8
4444861	9606.ENSP00000366482	13.8
4432843	9606.ENSP00000211122	13.8
4450058	9606.ENSP00000442795	13.8
4436291	9606.ENSP00000278505	13.8
4434157	9606.ENSP00000251166	13.8
4437822	9606.ENSP00000302100	13.8
4441346	9606.ENSP00000343577	13.8
4435255	9606.ENSP00000263384	13.8
4443580	9606.ENSP00000359629	13.8
4445042	9606.ENSP00000367623	13.8
4433553	9606.ENSP00000232165	13.8
4444685	9606.ENSP00000365320	13.8
4444728	9606.ENSP00000365606	13.7
4450046	9606.ENSP00000442600	13.7
4439330	9606.ENSP00000320084	13.7
4432768	9606.ENSP00000199320	13.7
4436514	9606.ENSP00000282903	13.7
4436879	9606.ENSP00000290650	13.7
4437006	9606.ENSP00000293328	13.7
4434780	9606.ENSP00000260408	13.7
4447011	9606.ENSP00000383364	13.7
4444486	9606.ENSP00000364140	13.7
4448932	9606.ENSP00000417764	13.7
4436375	9606.ENSP00000280357	13.7
4434308	9606.ENSP00000253457	13.7
4446440	9606.ENSP00000379047	13.7
4436041	9606.ENSP00000272645	13.7
4432822	9606.ENSP00000206542	13.7
4438193	9606.ENSP00000306106	13.7
4448372	9606.ENSP00000405674	13.7
4438303	9606.ENSP00000307240	13.6
4434830	9606.ENSP00000261183	13.6
4442264	9606.ENSP00000352544	13.6
4446864	9606.ENSP00000381823	13.6
4433591	9606.ENSP00000233575	13.6
4446167	9606.ENSP00000377233	13.6
4443304	9606.ENSP00000358374	13.6
4435068	9606.ENSP00000262375	13.6
4443383	9606.ENSP00000358777	13.6
4437802	9606.ENSP00000301838	13.6
4445285	9606.ENSP00000369217	13.6
4448814	9606.ENSP00000416097	13.6
4432684	9606.ENSP00000161559	13.6
4434451	9606.ENSP00000255945	13.6
4440723	9606.ENSP00000336724	13.6
4435919	9606.ENSP00000269980	13.6
4447991	9606.ENSP00000397679	13.6
4433880	9606.ENSP00000244061	13.6
4443536	9606.ENSP00000359484	13.5
4439896	9606.ENSP00000327077	13.5
4448123	9606.ENSP00000400459	13.5
4442408	9606.ENSP00000353864	13.5
4434615	9606.ENSP00000258301	13.5
4440857	9606.ENSP00000338258	13.5
4441814	9606.ENSP00000348278	13.5
4439055	9606.ENSP00000316454	13.4
4434097	9606.ENSP00000249396	13.4
4447389	9606.ENSP00000386531	13.4
4440935	9606.ENSP00000339238	13.4
4434761	9606.ENSP00000260247	13.4
4451275	9606.ENSP00000478212	13.4
4443935	9606.ENSP00000361502	13.4
4443202	9606.ENSP00000357835	13.4
4441499	9606.ENSP00000345206	13.4
4441969	9606.ENSP00000349770	13.4
4449632	9606.ENSP00000432523	13.4
4451810	9606.ENSP00000483811	13.4
4436044	9606.ENSP00000272748	13.3
4442928	9606.ENSP00000356591	13.3
4441161	9606.ENSP00000341551	13.3
4433359	9606.ENSP00000226230	13.3
4449659	9606.ENSP00000433146	13.3
4438951	9606.ENSP00000314776	13.3
4434567	9606.ENSP00000257770	13.3
4440701	9606.ENSP00000335636	13.3
4450296	9606.ENSP00000449884	13.3
4441336	9606.ENSP00000343445	13.3
4434523	9606.ENSP00000256996	13.3
4446316	9606.ENSP00000378248	13.3
4446417	9606.ENSP00000378887	13.3
4435335	9606.ENSP00000263918	13.3
4448172	9606.ENSP00000401399	13.3
4438498	9606.ENSP00000309430	13.3
4444287	9606.ENSP00000363023	13.3
4447477	9606.ENSP00000387164	13.3
4449098	9606.ENSP00000420200	13.3
4440191	9606.ENSP00000330488	13.3
4434478	9606.ENSP00000256398	13.3
4443203	9606.ENSP00000357836	13.2
4433698	9606.ENSP00000238018	13.2
4445800	9606.ENSP00000373509	13.2
4432607	9606.ENSP00000023939	13.2
4438418	9606.ENSP00000308515	13.2
4445506	9606.ENSP00000370542	13.2
4443595	9606.ENSP00000359685	13.2
4432807	9606.ENSP00000204726	13.1
4443114	9606.ENSP00000357484	13.1
4433592	9606.ENSP00000233596	13.1
4445933	9606.ENSP00000375430	13.1
4445599	9606.ENSP00000371212	13.1
4441196	9606.ENSP00000341905	13.1
4435568	9606.ENSP00000265164	13.1
4443578	9606.ENSP00000359612	13.1
4433379	9606.ENSP00000226798	13.1
4437185	9606.ENSP00000295736	13.1
4450564	9606.ENSP00000457386	13.1
4446869	9606.ENSP00000381859	13.0
4450561	9606.ENSP00000457258	13.0
4435453	9606.ENSP00000264595	13.0
4434524	9606.ENSP00000256997	13.0
4441490	9606.ENSP00000345107	13.0
4433849	9606.ENSP00000243326	13.0
4432778	9606.ENSP00000200181	13.0
4433926	9606.ENSP00000245304	13.0
4451711	9606.ENSP00000482743	13.0
4436626	9606.ENSP00000285298	13.0
4449594	9606.ENSP00000431512	13.0
4434331	9606.ENSP00000253861	13.0
4438240	9606.ENSP00000306625	13.0
4438086	9606.ENSP00000304903	13.0
4439670	9606.ENSP00000324203	13.0
4440747	9606.ENSP00000336888	12.9
4433697	9606.ENSP00000237937	12.9
4448936	9606.ENSP00000417898	12.9
4447828	9606.ENSP00000393978	12.9
4447937	9606.ENSP00000396628	12.9
4444071	9606.ENSP00000362080	12.9
4448611	9606.ENSP00000411471	12.9
4451067	9606.ENSP00000473348	12.9
4448924	9606.ENSP00000417677	12.9
4437515	9606.ENSP00000298717	12.9
4437617	9606.ENSP00000299977	12.9
4441051	9606.ENSP00000340510	12.9
4448645	9606.ENSP00000412324	12.9
4437736	9606.ENSP00000301246	12.9
4442688	9606.ENSP00000355500	12.9
4448277	9606.ENSP00000403536	12.9
4433058	9606.ENSP00000219022	12.8
4440932	9606.ENSP00000339186	12.8
4444085	9606.ENSP00000362116	12.8
4440021	9606.ENSP00000328405	12.8
4434635	9606.ENSP00000258455	12.8
4451779	9606.ENSP00000483491	12.8
4440558	9606.ENSP00000334382	12.8
4450386	9606.ENSP00000452181	12.8
4434606	9606.ENSP00000258169	12.8
4433704	9606.ENSP00000238379	12.8
4441775	9606.ENSP00000347919	12.8
4435089	9606.ENSP00000262461	12.8
4444787	9606.ENSP00000366047	12.8
4443519	9606.ENSP00000359398	12.8
4442925	9606.ENSP00000356584	12.7
4440195	9606.ENSP00000330587	12.7
4440342	9606.ENSP00000332256	12.7
4446998	9606.ENSP00000383216	12.7
4434586	9606.ENSP00000257915	12.7
4440521	9606.ENSP00000334061	12.7
4439672	9606.ENSP00000324205	12.7
4450398	9606.ENSP00000452549	12.7
4448556	9606.ENSP00000410470	12.6
4436779	9606.ENSP00000288607	12.6
4444936	9606.ENSP00000366984	12.6
4444460	9606.ENSP00000363976	12.6
4433486	9606.ENSP00000229922	12.6
4442425	9606.ENSP00000354061	12.6
4443318	9606.ENSP00000358460	12.6
4437823	9606.ENSP00000302105	12.6
4435992	9606.ENSP00000271732	12.5
4436983	9606.ENSP00000292614	12.5
4442387	9606.ENSP00000353731	12.5
4436647	9606.ENSP00000285873	12.5
4437146	9606.ENSP00000295321	12.5
4437664	9606.ENSP00000300305	12.5
4439184	9606.ENSP00000318165	12.5
4435612	9606.ENSP00000265471	12.5
4435043	9606.ENSP00000262265	12.5
4434801	9606.ENSP00000260731	12.5
4447438	9606.ENSP00000386881	12.5
4447272	9606.ENSP00000385787	12.5
4439022	9606.ENSP00000315768	12.5
4444235	9606.ENSP00000362751	12.5
4433345	9606.ENSP00000225941	12.4
4443846	9606.ENSP00000361010	12.4
4437058	9606.ENSP00000294129	12.4
4434739	9606.ENSP00000259953	12.4
4448878	9606.ENSP00000417207	12.4
4451472	9606.ENSP00000480322	12.4
4436092	9606.ENSP00000273783	12.4
4438756	9606.ENSP00000312143	12.4
4436847	9606.ENSP00000290246	12.4
4437118	9606.ENSP00000295095	12.4
4437028	9606.ENSP00000293745	12.4
4447064	9606.ENSP00000384015	12.4
4442511	9606.ENSP00000354649	12.4
4442336	9606.ENSP00000353246	12.4
4450624	9606.ENSP00000459943	12.4
4435327	9606.ENSP00000263857	12.4
4442151	9606.ENSP00000351497	12.3
4435421	9606.ENSP00000264376	12.3
4436846	9606.ENSP00000290231	12.3
4448899	9606.ENSP00000417480	12.3
4435570	9606.ENSP00000265171	12.3
4443535	9606.ENSP00000359483	12.3
4450560	9606.ENSP00000457243	12.3
4442161	9606.ENSP00000351596	12.3
4432837	9606.ENSP00000210060	12.3
4446668	9606.ENSP00000380466	12.3
4435446	9606.ENSP00000264515	12.3
4443764	9606.ENSP00000360576	12.3
4438045	9606.ENSP00000304355	12.3
4436666	9606.ENSP00000286301	12.3
4443865	9606.ENSP00000361092	12.3
4444185	9606.ENSP00000362550	12.3
4436362	9606.ENSP00000280187	12.3
4441676	9606.ENSP00000346986	12.3
4443319	9606.ENSP00000358464	12.3
4436891	9606.ENSP00000290913	12.3
4437798	9606.ENSP00000301788	12.3
4449631	9606.ENSP00000432487	12.2
4445070	9606.ENSP00000367787	12.2
4449676	9606.ENSP00000433511	12.2
4433962	9606.ENSP00000246024	12.2
4435355	9606.ENSP00000264010	12.2
4449154	9606.ENSP00000421076	12.2
4447700	9606.ENSP00000391583	12.2
4446740	9606.ENSP00000380982	12.2
4447119	9606.ENSP00000384421	12.2
4445458	9606.ENSP00000370208	12.2
4445944	9606.ENSP00000375622	12.2
4443883	9606.ENSP00000361186	12.1
4436629	9606.ENSP00000285381	12.1
4439574	9606.ENSP00000323065	12.1
4451459	9606.ENSP00000480158	12.1
4435300	9606.ENSP00000263702	12.1
4436487	9606.ENSP00000282382	12.1
4445592	9606.ENSP00000371169	12.1
4443926	9606.ENSP00000361458	12.1
4449123	9606.ENSP00000420487	12.1
4438931	9606.ENSP00000314441	12.1
4449227	9606.ENSP00000422753	12.1
4432777	9606.ENSP00000200135	12.1
4439163	9606.ENSP00000317971	12.1
4435487	9606.ENSP00000264718	12.1
4450390	9606.ENSP00000452280	12.1
4440358	9606.ENSP00000332444	12.1
4446872	9606.ENSP00000381928	12.1
4438577	9606.ENSP00000310301	12.1
4445531	9606.ENSP00000370724	12.1
4435534	9606.ENSP00000265016	12.1
4435594	9606.ENSP00000265371	12.1
4440173	9606.ENSP00000330289	12.1
4446010	9606.ENSP00000376142	12.1
4448563	9606.ENSP00000410689	12.0
4435967	9606.ENSP00000271064	12.0
4445614	9606.ENSP00000371321	12.0
4440806	9606.ENSP00000337623	12.0
4435747	9606.ENSP00000267163	12.0
4443626	9606.ENSP00000359890	12.0
4443172	9606.ENSP00000357744	12.0
4439872	9606.ENSP00000326706	12.0
4432667	9606.ENSP00000156109	12.0
4443701	9606.ENSP00000360269	12.0
4434708	9606.ENSP00000259486	12.0
4450076	9606.ENSP00000443246	12.0
4434637	9606.ENSP00000258457	12.0
4442817	9606.ENSP00000356107	12.0
4435552	9606.ENSP00000265077	12.0
4439689	9606.ENSP00000324464	11.9
4443451	9606.ENSP00000359077	11.9
4443637	9606.ENSP00000359976	11.9
4449370	9606.ENSP00000426632	11.9
4450761	9606.ENSP00000465039	11.9
4433315	9606.ENSP00000225504	11.9
4442125	9606.ENSP00000351273	11.9
4440054	9606.ENSP00000328854	11.9
4441107	9606.ENSP00000341030	11.9
4433570	9606.ENSP00000232975	11.9
4442660	9606.ENSP00000355377	11.9
4443819	9606.ENSP00000360882	11.9
4439944	9606.ENSP00000327650	11.9
4436952	9606.ENSP00000292180	11.8
4451877	9606.ENSP00000484669	11.8
4451832	9606.ENSP00000484121	11.8
4442698	9606.ENSP00000355541	11.8
4447042	9606.ENSP00000383820	11.8
4442399	9606.ENSP00000353793	11.8
4434397	9606.ENSP00000254942	11.8
4447202	9606.ENSP00000385083	11.8
4433296	9606.ENSP00000224337	11.8
4443858	9606.ENSP00000361064	11.8
4436405	9606.ENSP00000281031	11.8
4448336	9606.ENSP00000404782	11.8
4434946	9606.ENSP00000261776	11.8
4449900	9606.ENSP00000439250	11.8
4433148	9606.ENSP00000221265	11.8
4445266	9606.ENSP00000369055	11.8
4432806	9606.ENSP00000204679	11.8
4441213	9606.ENSP00000342012	11.7
4438269	9606.ENSP00000306906	11.7
4434312	9606.ENSP00000253577	11.7
4435746	9606.ENSP00000267119	11.7
4444429	9606.ENSP00000363779	11.7
4440808	9606.ENSP00000337641	11.7
4434299	9606.ENSP00000253354	11.7
4451012	9606.ENSP00000471896	11.7
4446893	9606.ENSP00000382091	11.7
4434239	9606.ENSP00000252599	11.7
4433558	9606.ENSP00000232461	11.7
4440954	9606.ENSP00000339404	11.7
4432780	9606.ENSP00000200457	11.7
4448102	9606.ENSP00000400057	11.7
4439261	9606.ENSP00000319141	11.7
4435213	9606.ENSP00000263205	11.7
4439857	9606.ENSP00000326550	11.7
4442561	9606.ENSP00000354878	11.7
4448530	9606.ENSP00000409924	11.7
4450808	9606.ENSP00000466298	11.6
4444319	9606.ENSP00000363211	11.6
4437600	9606.ENSP00000299736	11.6
4442657	9606.ENSP00000355361	11.6
4439540	9606.ENSP00000322594	11.6
4434672	9606.ENSP00000259021	11.6
4436855	9606.ENSP00000290332	11.6
4436582	9606.ENSP00000284322	11.6
4433054	9606.ENSP00000218516	11.6
4447156	9606.ENSP00000384719	11.6
4450993	9606.ENSP00000471457	11.6
4437106	9606.ENSP00000295025	11.6
4432592	9606.ENSP00000013070	11.6
4435171	9606.ENSP00000262960	11.5
4439316	9606.ENSP00000319831	11.5
4436103	9606.ENSP00000273968	11.5
4442667	9606.ENSP00000355421	11.5
4446342	9606.ENSP00000378359	11.5
4435903	9606.ENSP00000269701	11.5
4436228	9606.ENSP00000276533	11.5
4434058	9606.ENSP00000248450	11.5
4434303	9606.ENSP00000253382	11.5
4440145	9606.ENSP00000329967	11.5
4443525	9606.ENSP00000359417	11.5
4440744	9606.ENSP00000336866	11.5
4434386	9606.ENSP00000254803	11.5
4447003	9606.ENSP00000383232	11.5
4439607	9606.ENSP00000323511	11.5
4443557	9606.ENSP00000359540	11.5
4444452	9606.ENSP00000363921	11.4
4450073	9606.ENSP00000443194	11.4
4446569	9606.ENSP00000379839	11.4
4451761	9606.ENSP00000483328	11.4
4433200	9606.ENSP00000222008	11.4
4434481	9606.ENSP00000256429	11.4
4433268	9606.ENSP00000223127	11.4
4443939	9606.ENSP00000361524	11.4
4443330	9606.ENSP00000358497	11.4
4441435	9606.ENSP00000344544	11.4
4435047	9606.ENSP00000262291	11.4
4443863	9606.ENSP00000361084	11.4
4439425	9606.ENSP00000321260	11.4
4442739	9606.ENSP00000355741	11.4
4439881	9606.ENSP00000326817	11.4
4446170	9606.ENSP00000377262	11.3
4444381	9606.ENSP00000363506	11.3
4442303	9606.ENSP00000352936	11.3
4434773	9606.ENSP00000260363	11.3
4436288	9606.ENSP00000278422	11.3
4441927	9606.ENSP00000349456	11.3
4448273	9606.ENSP00000403459	11.3
4447835	9606.ENSP00000394085	11.3
4447496	9606.ENSP00000387307	11.3
4439930	9606.ENSP00000327513	11.3
4450452	9606.ENSP00000454264	11.3
4433483	9606.ENSP00000229812	11.3
4451066	9606.ENSP00000473290	11.3
4441705	9606.ENSP00000347277	11.3
4438084	9606.ENSP00000304891	11.2
4434783	9606.ENSP00000260447	11.2
4434380	9606.ENSP00000254730	11.2
4433693	9606.ENSP00000237822	11.2
4437470	9606.ENSP00000298248	11.2
4448019	9606.ENSP00000398350	11.2
4438511	9606.ENSP00000309524	11.2
4437192	9606.ENSP00000295770	11.2
4437236	9606.ENSP00000296121	11.2
4434121	9606.ENSP00000250113	11.2
4438476	9606.ENSP00000309126	11.2
4445236	9606.ENSP00000368887	11.2
4447347	9606.ENSP00000386226	11.2
4435982	9606.ENSP00000271555	11.2
4451047	9606.ENSP00000472929	11.2
4442354	9606.ENSP00000353414	11.2
4446069	9606.ENSP00000376505	11.2
4445476	9606.ENSP00000370340	11.2
4436927	9606.ENSP00000291670	11.1
4451558	9606.ENSP00000481056	11.1
4448864	9606.ENSP00000417078	11.1
4449212	9606.ENSP00000422375	11.1
4444767	9606.ENSP00000365891	11.1
4445017	9606.ENSP00000367408	11.1
4450578	9606.ENSP00000457703	11.1
4445487	9606.ENSP00000370419	11.1
4437774	9606.ENSP00000301585	11.1
4450075	9606.ENSP00000443216	11.1
4432648	9606.ENSP00000070846	11.1
4448155	9606.ENSP00000401018	11.1
4443959	9606.ENSP00000361616	11.1
4446601	9606.ENSP00000380044	11.1
4446184	9606.ENSP00000377372	11.1
4443106	9606.ENSP00000357453	11.1
4446353	9606.ENSP00000378405	11.0
4442202	9606.ENSP00000351947	11.0
4441903	9606.ENSP00000349252	11.0
4443332	9606.ENSP00000358510	11.0
4433284	9606.ENSP00000223398	11.0
4441670	9606.ENSP00000346931	11.0
4450840	9606.ENSP00000467141	11.0
4440046	9606.ENSP00000328729	11.0
4450184	9606.ENSP00000446093	11.0
4443459	9606.ENSP00000359127	11.0
4438462	9606.ENSP00000308944	11.0
4436281	9606.ENSP00000278317	11.0
4436080	9606.ENSP00000273450	11.0
4446242	9606.ENSP00000377771	11.0
4433102	9606.ENSP00000219782	11.0
4446799	9606.ENSP00000381339	11.0
4448173	9606.ENSP00000401435	11.0
4443512	9606.ENSP00000359380	11.0
4435589	9606.ENSP00000265350	11.0
4434190	9606.ENSP00000251691	11.0
4442313	9606.ENSP00000353030	11.0
4449583	9606.ENSP00000431284	11.0
4445961	9606.ENSP00000375777	11.0
4448992	9606.ENSP00000418823	10.9
4433344	9606.ENSP00000225927	10.9
4436247	9606.ENSP00000276925	10.9
4438473	9606.ENSP00000309116	10.9
4437741	9606.ENSP00000301281	10.9
4449163	9606.ENSP00000421232	10.9
4436910	9606.ENSP00000291526	10.9
4433621	9606.ENSP00000234256	10.9
4444866	9606.ENSP00000366513	10.9
4442752	9606.ENSP00000355812	10.9
4450292	9606.ENSP00000449756	10.9
4440454	9606.ENSP00000333401	10.9
4451340	9606.ENSP00000478892	10.9
4436839	9606.ENSP00000290155	10.9
4443559	9606.ENSP00000359549	10.9
4443560	9606.ENSP00000359550	10.9
4441439	9606.ENSP00000344562	10.9
4448651	9606.ENSP00000412457	10.9
4439280	9606.ENSP00000319412	10.9
4447741	9606.ENSP00000392353	10.8
4433475	9606.ENSP00000229595	10.8
4442443	9606.ENSP00000354251	10.8
4446452	9606.ENSP00000379138	10.8
4435749	9606.ENSP00000267202	10.8
4450640	9606.ENSP00000460964	10.8
4442217	9606.ENSP00000352157	10.8
4442842	9606.ENSP00000356214	10.8
4443182	9606.ENSP00000357768	10.8
4446918	9606.ENSP00000382342	10.8
4437536	9606.ENSP00000299106	10.8
4451267	9606.ENSP00000478035	10.8
4443956	9606.ENSP00000361602	10.8
4438702	9606.ENSP00000311513	10.8
4435603	9606.ENSP00000265421	10.8
4442166	9606.ENSP00000351619	10.8
4433696	9606.ENSP00000237889	10.8
4437524	9606.ENSP00000298875	10.8
4447708	9606.ENSP00000391669	10.8
4451641	9606.ENSP00000482169	10.8
4451593	9606.ENSP00000481575	10.8
4442901	9606.ENSP00000356476	10.8
4450447	9606.ENSP00000454071	10.8
4450005	9606.ENSP00000441831	10.8
4444441	9606.ENSP00000363836	10.7
4447081	9606.ENSP00000384169	10.7
4442040	9606.ENSP00000350359	10.7
4443915	9606.ENSP00000361383	10.7
4444410	9606.ENSP00000363654	10.7
4439237	9606.ENSP00000318912	10.7
4440706	9606.ENSP00000335677	10.7
4434010	9606.ENSP00000247020	10.7
